A
,1,2,3
mean,0.15249063618692305,0.4851436045648471,0.7948558761125731
median,0.16345096783741814,0.4870714754892631,0.7853473088415392
std,0.06848933394377722,0.12290491708242406,0.06696890307551534
iqr,0.10772084752572136,0.20543017565993288,0.10703301834511247
