A
,1,2,3
mean,0.22512527833863766,0.5473064319477619,0.8280452490261375
median,0.2523755291436046,0.55606067997766,0.8206792801341123
std,0.07501445482050853,0.11425402638278738,0.057117565599231125
iqr,0.11275512240479602,0.19126511470807628,0.0907582029304369
