V
,1,2,3
mean,0.03187186246766806,0.062064862038884665,0.10415304122876119
median,0.03296002567231565,0.060251987333585465,0.09924579053020528
std,0.009115464228225829,0.010484087195289005,0.015249904033828896
iqr,0.014233122760308817,0.016097810069787666,0.021609171059567278
