A
,1,2,3
mean,0.32486806780080185,0.565603731493475,0.7908122142093351
median,0.34328117418254156,0.5595854379579913,0.7783836738583835
std,0.09963497235925062,0.06509142087834043,0.06887734630456264
iqr,0.14580098422197407,0.10951891200817754,0.1091627882936288
